06/09/2025-06:54:18.168366  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46780 -> 192.168.100.4:80
06/09/2025-06:54:18.217771  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46804 -> 192.168.100.4:80
06/09/2025-06:54:18.221341  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46790 -> 192.168.100.4:80
06/09/2025-06:54:18.340469  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46830 -> 192.168.100.4:80
06/09/2025-06:54:18.420892  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46824 -> 192.168.100.4:80
06/09/2025-06:54:18.525435  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46844 -> 192.168.100.4:80
06/09/2025-06:54:18.525435  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46844 -> 192.168.100.4:80
06/09/2025-06:54:18.524077  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46852 -> 192.168.100.4:80
06/09/2025-06:54:18.603153  [**] [1:2000100:1] [SLOWREAD] Small TCP Window Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46830 -> 192.168.100.4:80
06/09/2025-06:54:18.604363  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46810 -> 192.168.100.4:80
06/09/2025-06:54:18.682686  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46866 -> 192.168.100.4:80
06/09/2025-06:54:18.815267  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46870 -> 192.168.100.4:80
06/09/2025-06:54:18.854311  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46884 -> 192.168.100.4:80
06/09/2025-06:54:18.877477  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46888 -> 192.168.100.4:80
06/09/2025-06:54:18.917178  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46894 -> 192.168.100.4:80
06/09/2025-06:54:18.940821  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46520 -> 192.168.100.4:80
06/09/2025-06:54:19.103073  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46900 -> 192.168.100.4:80
06/09/2025-06:54:19.116543  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46910 -> 192.168.100.4:80
06/09/2025-06:54:19.158808  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46908 -> 192.168.100.4:80
06/09/2025-06:54:19.203619  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46908 -> 192.168.100.4:80
06/09/2025-06:54:19.203619  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46908 -> 192.168.100.4:80
06/09/2025-06:54:19.211325  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46896 -> 192.168.100.4:80
06/09/2025-06:54:19.359267  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46924 -> 192.168.100.4:80
06/09/2025-06:54:19.419972  [**] [1:2000100:1] [SLOWREAD] Small TCP Window Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46908 -> 192.168.100.4:80
06/09/2025-06:54:19.457538  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46982 -> 192.168.100.4:80
06/09/2025-06:54:19.457538  [**] [1:2000400:1] [SlowRead] Simulated Long-Lived Connection - Many Small Packes Over Time [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46982 -> 192.168.100.4:80
06/09/2025-06:54:19.457538  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46982 -> 192.168.100.4:80
06/09/2025-06:54:19.486282  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46938 -> 192.168.100.4:80
06/09/2025-06:54:19.543160  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46954 -> 192.168.100.4:80
06/09/2025-06:54:19.573261  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46970 -> 192.168.100.4:80
06/09/2025-06:54:19.712228  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:46998 -> 192.168.100.4:80
06/09/2025-06:54:19.780403  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59828 -> 192.168.100.4:80
06/09/2025-06:54:19.828388  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:59840 -> 192.168.100.4:80
06/09/2025-06:54:19.828388  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59840 -> 192.168.100.4:80
06/09/2025-06:54:19.865735  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:47012 -> 192.168.100.4:80
06/09/2025-06:54:19.969947  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59880 -> 192.168.100.4:80
06/09/2025-06:54:19.981418  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59866 -> 192.168.100.4:80
06/09/2025-06:54:20.057498  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59850 -> 192.168.100.4:80
06/09/2025-06:54:20.134121  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:47012 -> 192.168.100.4:80
06/09/2025-06:54:20.149954  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59890 -> 192.168.100.4:80
06/09/2025-06:54:20.198222  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59902 -> 192.168.100.4:80
06/09/2025-06:54:20.219533  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59904 -> 192.168.100.4:80
06/09/2025-06:54:20.410181  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:59890 -> 192.168.100.4:80
06/09/2025-06:54:20.410181  [**] [1:2000400:1] [SlowRead] Simulated Long-Lived Connection - Many Small Packes Over Time [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:59890 -> 192.168.100.4:80
06/09/2025-06:54:20.986365  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46742 -> 192.168.100.4:80
06/09/2025-06:54:21.818715  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46470 -> 192.168.100.4:80
06/09/2025-06:54:21.818715  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46470 -> 192.168.100.4:80
06/09/2025-06:54:21.926397  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:59920 -> 192.168.100.4:80
06/09/2025-06:54:22.395784  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46896 -> 192.168.100.4:80
06/09/2025-06:54:22.395784  [**] [1:2000100:1] [SLOWREAD] Small TCP Window Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46896 -> 192.168.100.4:80
06/09/2025-06:54:22.714765  [**] [1:2000100:1] [SLOWREAD] Small TCP Window Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46550 -> 192.168.100.4:80
06/09/2025-06:54:22.970607  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:59828 -> 192.168.100.4:80
06/09/2025-06:54:24.826498  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46792 -> 192.168.100.4:80
06/09/2025-06:54:25.851337  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46924 -> 192.168.100.4:80
06/09/2025-06:54:26.948042  [**] [1:1000002:1] HTTP GET Request Detected [**] [Classification: (null)] [Priority: 3] {TCP} 192.168.100.5:58986 -> 192.168.100.4:80
06/09/2025-06:54:29.310473  [**] [1:2000200:5] [SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46524 -> 192.168.100.4:80
06/09/2025-06:54:29.310473  [**] [1:2000300:3] [SlowRead] Excessive Small TCP Payloads - Possible Slow Read DoS [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46524 -> 192.168.100.4:80
06/09/2025-06:54:29.310473  [**] [1:2000400:1] [SlowRead] Simulated Long-Lived Connection - Many Small Packes Over Time [**] [Classification: Attempted Denial of Service] [Priority: 2] {TCP} 192.168.100.5:46524 -> 192.168.100.4:80
