alert_severity,alert_signature,alert_signature_id,app_proto,bytes_toclient,bytes_toserver,dest_ip,dest_port,event_type,flow_age,flow_id,flow_state,http_host,http_length,http_method,http_status,http_url,http_user_agent,pkts_toclient,pkts_toserver,proto,src_ip,src_port,timestamp
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,6,1463680043154096,closed,192.168.100.4,1550,GET,200,/?id=376&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,58920,2025-06-02T18:59:54.156282+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,4,268373465173492,closed,192.168.100.4,1550,GET,200,/?id=350&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,42904,2025-06-02T18:57:55.347203+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,4,2170803459407517,closed,192.168.100.4,1550,GET,200,/?id=299&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,42918,2025-06-02T18:57:08.514806+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,6,1842238461545391,closed,192.168.100.4,1550,GET,200,/?id=552&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,50304,2025-06-02T18:58:39.410235+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,6,816664696133837,closed,192.168.100.4,1550,GET,200,/?id=269&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,50312,2025-06-02T18:58:39.406226+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,6,1023600515844627,closed,192.168.100.4,1550,GET,200,/?id=456&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,36216,2025-06-02T18:59:23.447353+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,397591852990160,closed,192.168.100.4,1550,GET,200,/?id=706&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,36220,2025-06-02T18:58:45.410605+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,6,1526605611465980,closed,192.168.100.4,1550,GET,200,/?id=967&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,60938,2025-06-02T18:58:50.079403+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,5,1575727152762682,closed,192.168.100.4,1550,GET,200,/?id=176&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,35756,2025-06-02T19:00:14.172341+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,4,184926548386959,closed,192.168.100.4,1550,GET,200,/?id=243&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,35764,2025-06-02T18:56:42.481348+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,7,1142760090186934,closed,192.168.100.4,1550,GET,200,/?id=332&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,35770,2025-06-02T18:58:46.082803+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,5,341963438340033,closed,192.168.100.4,1550,GET,200,/?id=222&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,60078,2025-06-02T19:00:01.504443+0700
,,,,0,220,ff02:0000:0000:0000:0000:0000:0000:0016,,flow,0,2166036039303663,new,,,,,,,0,2,IPv6-ICMP,fe80:0000:0000:0000:24f3:e4cf:d05f:6115,,2025-06-02T18:55:51.097883+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,6,1358981629545274,closed,192.168.100.4,1550,GET,200,/?id=234&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,60562,2025-06-02T19:00:55.002941+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,4,1917387507988424,closed,192.168.100.4,1550,GET,200,/?id=720&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,60568,2025-06-02T19:00:47.633308+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,6,1722846964605909,closed,192.168.100.4,1550,GET,200,/?id=547&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,56598,2025-06-02T18:59:15.437477+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,5,704892471153525,closed,192.168.100.4,1550,GET,200,/?id=213&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,56608,2025-06-02T18:58:20.060765+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,31304160525374,closed,192.168.100.4,1550,GET,200,/?id=296&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,39276,2025-06-02T18:59:11.434241+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,6,492759742102284,closed,192.168.100.4,1550,GET,200,/?id=319&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,39290,2025-06-02T19:00:18.190867+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,6,1204281204643923,closed,192.168.100.4,1550,GET,200,/?id=466&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,56868,2025-06-02T18:57:40.004509+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,4,1938639008269351,closed,192.168.100.4,1550,GET,200,/?id=754&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,56880,2025-06-02T19:01:24.449783+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,6,461470906433050,closed,192.168.100.4,1550,GET,200,/?id=486&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,40718,2025-06-02T19:00:33.522464+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,1798786283842170,closed,192.168.100.4,1550,GET,200,/?id=300&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,40730,2025-06-02T19:01:25.116285+0700
3,HTTP GET Request Detected,1000002,http,2149,626,192.168.100.4,80,flow,5,858420374537957,closed,192.168.100.4,1550,GET,200,/?id=382&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,57444,2025-06-02T18:59:50.141663+0700
3,HTTP GET Request Detected,1000002,http,2149,626,192.168.100.4,80,flow,5,1050645931227770,closed,192.168.100.4,1550,GET,200,/?id=692&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,57452,2025-06-02T19:00:09.515915+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,4,622429102198751,closed,192.168.100.4,1550,GET,200,/?id=530&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,55266,2025-06-02T18:59:59.503550+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,4,1359153432629490,closed,192.168.100.4,1550,GET,200,/?id=675&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,55276,2025-06-02T19:00:55.003059+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,5,1580503162429741,closed,192.168.100.4,1550,GET,200,/?id=471&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,53468,2025-06-02T18:59:13.435265+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,4,1136579638023765,closed,192.168.100.4,1550,GET,200,/?id=963&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,53474,2025-06-02T18:58:36.074423+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,6,645707826011371,closed,192.168.100.4,1550,GET,200,/?id=392&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,50906,2025-06-02T19:00:39.597183+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,4,282826039614192,closed,192.168.100.4,1550,GET,200,/?id=475&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,50910,2025-06-02T18:59:29.443762+0700
3,HTTP GET Request Detected,1000002,http,2149,634,192.168.100.4,80,flow,6,438613093616788,closed,192.168.100.4,1550,GET,200,/?id=38&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,48506,2025-06-02T18:59:54.145275+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,1862313148255313,closed,192.168.100.4,1550,GET,200,/?id=574&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,48508,2025-06-02T18:59:13.435679+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,6,1980214295836405,closed,192.168.100.4,1550,GET,200,/?id=493&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,51304,2025-06-02T19:02:34.588287+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,4,2069270443111012,closed,192.168.100.4,1550,GET,200,/?id=316&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,51318,2025-06-02T19:02:15.022025+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,5,2034807625759806,closed,192.168.100.4,1550,GET,200,/?id=70&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,43508,2025-06-02T19:01:16.390205+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,4,1268220388260693,closed,192.168.100.4,1550,GET,200,/?id=237&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,43518,2025-06-02T18:59:29.444204+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,6,1015749325965116,closed,192.168.100.4,1550,GET,200,/?id=367&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,36762,2025-06-02T18:59:10.099688+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,5,490341682063860,closed,192.168.100.4,1550,GET,200,/?id=652&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,36776,2025-06-02T19:01:23.184250+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,6,920547081649097,closed,192.168.100.4,1550,GET,200,/?id=415&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,49098,2025-06-02T19:01:36.605671+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,6,985246469340367,closed,192.168.100.4,1550,GET,200,/?id=297&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,49112,2025-06-02T18:59:27.441419+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,4,152499555712815,closed,192.168.100.4,1550,GET,200,/?id=215&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,54834,2025-06-02T18:59:47.463846+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,5,2069592568269014,closed,192.168.100.4,1550,GET,200,/?id=405&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,54840,2025-06-02T19:01:07.026463+0700
3,HTTP GET Request Detected,1000002,http,2149,640,192.168.100.4,80,flow,6,452541676645260,closed,192.168.100.4,1550,GET,200,/?id=58&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,40956,2025-06-02T19:03:09.280402+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,686514315413721,closed,192.168.100.4,1550,GET,200,/?id=567&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,40958,2025-06-02T19:02:57.210014+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,6,1209606972639271,closed,192.168.100.4,1550,GET,200,/?id=459&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,58346,2025-06-02T19:00:40.269977+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,6,693412033657896,closed,192.168.100.4,1550,GET,200,/?id=246&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,58360,2025-06-02T19:03:09.256798+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,1246105605524938,closed,192.168.100.4,1550,GET,200,/?id=758&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,54752,2025-06-02T19:02:52.538995+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,4,1367223683588224,closed,192.168.100.4,1550,GET,200,/?id=222&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,48284,2025-06-02T19:01:09.028234+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,5,416386643995538,closed,192.168.100.4,1550,GET,200,/?id=905&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,48296,2025-06-02T19:03:17.271417+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,1293483390711526,closed,192.168.100.4,1550,GET,200,/?id=946&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,36500,2025-06-02T19:00:12.170576+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,6,2140566905942424,closed,192.168.100.4,1550,GET,200,/?id=676&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,36514,2025-06-02T19:03:08.613902+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,4,88994173008014,closed,192.168.100.4,1550,GET,200,/?id=438&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,58448,2025-06-02T19:01:58.007351+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,6,744139894668645,closed,192.168.100.4,1550,GET,200,/?id=658&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,58450,2025-06-02T19:03:27.391430+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,4,22546734645047,closed,192.168.100.4,1550,GET,200,/?id=977&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,59190,2025-06-02T19:04:05.342709+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,6,665013712835464,closed,192.168.100.4,1550,GET,200,/?id=662&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,59206,2025-06-02T19:02:21.119314+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,4,234584975677194,closed,192.168.100.4,1550,GET,200,/?id=343&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,47088,2025-06-02T19:00:58.348875+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,6,1850901428558636,closed,192.168.100.4,1550,GET,200,/?id=876&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,47094,2025-06-02T19:02:54.604285+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,6,1245233730763654,closed,192.168.100.4,1550,GET,200,/?id=618&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,57810,2025-06-02T19:02:50.537759+0700
3,HTTP GET Request Detected,1000002,http,2149,634,192.168.100.4,80,flow,4,1256825847909437,closed,192.168.100.4,1550,GET,200,/?id=81&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,57816,2025-06-02T19:02:01.332797+0700
,,,,0,220,ff02:0000:0000:0000:0000:0000:0000:0016,,flow,0,2166036058963506,new,,,,,,,0,2,IPv6-ICMP,fe80:0000:0000:0000:24f3:e4cf:d05f:6115,,2025-06-02T18:59:51.486779+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,6,1809523714684306,closed,192.168.100.4,1550,GET,200,/?id=397&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,47764,2025-06-02T19:02:52.539207+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,4,1565788615940601,closed,192.168.100.4,1550,GET,200,/?id=269&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,47780,2025-06-02T19:03:57.324259+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,6,998543695524594,closed,192.168.100.4,1550,GET,200,/?id=496&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,45866,2025-06-02T19:03:49.317812+0700
,,,,0,62,ff02:0000:0000:0000:0000:0000:0000:0002,,flow,0,765919671338915,new,,,,,,,0,1,IPv6-ICMP,fe80:0000:0000:0000:c37f:7050:52f1:6196,,2025-06-02T19:00:04.174180+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,6,668076027271556,closed,192.168.100.4,1550,GET,200,/?id=964&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,45876,2025-06-02T19:01:17.034310+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,6,1901693714247204,closed,192.168.100.4,1550,GET,200,/?id=723&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,57956,2025-06-02T19:04:20.164472+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,4,1361558627512576,closed,192.168.100.4,1550,GET,200,/?id=689&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,57960,2025-06-02T19:04:59.005066+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,6,97193270298132,closed,192.168.100.4,1550,GET,200,/?id=73&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,49058,2025-06-02T19:02:12.336687+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,5,70641782818707,closed,192.168.100.4,1550,GET,200,/?id=517&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,49064,2025-06-02T19:05:27.110993+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,674630149135424,closed,192.168.100.4,1550,GET,200,/?id=859&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,58838,2025-06-02T19:05:28.441295+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,5,1161490462274354,closed,192.168.100.4,1550,GET,200,/?id=72&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,58842,2025-06-02T19:03:18.650454+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,5,1095030138617530,closed,192.168.100.4,1550,GET,200,/?id=363&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,50596,2025-06-02T19:05:25.105626+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,6,2104755475392267,closed,192.168.100.4,1550,GET,200,/?id=768&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,50612,2025-06-02T19:03:16.604064+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,5,1613518591308496,closed,192.168.100.4,1550,GET,200,/?id=784&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,40040,2025-06-02T19:05:18.436412+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,6,960576188493817,closed,192.168.100.4,1550,GET,200,/?id=613&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,40042,2025-06-02T19:02:45.198856+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,4,2196908294820112,closed,192.168.100.4,1550,GET,200,/?id=518&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,38010,2025-06-02T19:04:44.325293+0700
3,HTTP GET Request Detected,1000002,http,2149,645,192.168.100.4,80,flow,5,2056033367777985,closed,192.168.100.4,1550,GET,200,/?id=681&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,42948,2025-06-02T19:05:53.128173+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,6,1732699640150352,closed,192.168.100.4,1550,GET,200,/?id=921&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,42962,2025-06-02T19:04:41.657327+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,5,555427629837541,closed,192.168.100.4,1550,GET,200,/?id=627&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,37196,2025-06-02T19:03:14.602500+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,1673252998483411,closed,192.168.100.4,1550,GET,200,/?id=293&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,37204,2025-06-02T19:05:51.127611+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,4,810514328173511,closed,192.168.100.4,1550,GET,200,/?id=206&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,54774,2025-06-02T19:06:29.156931+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,5,1092375852190001,closed,192.168.100.4,1550,GET,200,/?id=257&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,54788,2025-06-02T19:06:29.157171+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,6,1436334013449047,closed,192.168.100.4,1550,GET,200,/?id=909&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,51858,2025-06-02T19:04:16.161309+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,1650562687578525,closed,192.168.100.4,1550,GET,200,/?id=519&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,51870,2025-06-02T19:05:12.353906+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,6,2007654858857861,closed,192.168.100.4,1550,GET,200,/?id=267&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,47144,2025-06-02T19:04:30.257300+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,5,898745843035061,closed,192.168.100.4,1550,GET,200,/?id=792&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,47158,2025-06-02T19:03:50.129366+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,4,720152513281514,closed,192.168.100.4,1550,GET,200,/?id=437&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,55098,2025-06-02T19:03:55.322768+0700
3,HTTP GET Request Detected,1000002,http,2149,624,192.168.100.4,80,flow,4,22400716569137,closed,192.168.100.4,1550,GET,200,/?id=81&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,55110,2025-06-02T19:04:05.342265+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,7,841914836591632,closed,192.168.100.4,1550,GET,200,/?id=354&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,39324,2025-06-02T19:06:13.144347+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,4,967388011646325,closed,192.168.100.4,1550,GET,200,/?id=980&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,39326,2025-06-02T19:06:56.505388+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,4,2024091700627852,closed,192.168.100.4,1550,GET,200,/?id=333&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,34676,2025-06-02T19:04:58.336893+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,5,1703287708661122,closed,192.168.100.4,1550,GET,200,/?id=183&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,34686,2025-06-02T19:06:42.506200+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,1821102956907281,closed,192.168.100.4,1550,GET,200,/?id=136&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,34690,2025-06-02T19:06:03.138303+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,6,170817608306262,closed,192.168.100.4,1550,GET,200,/?id=301&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,47292,2025-06-02T19:07:09.188746+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,5,431857131001561,closed,192.168.100.4,1550,GET,200,/?id=265&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,42790,2025-06-02T19:06:34.500371+0700
3,HTTP GET Request Detected,1000002,http,2149,626,192.168.100.4,80,flow,4,637848057847579,closed,192.168.100.4,1550,GET,200,/?id=726&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,42806,2025-06-02T19:05:34.448602+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,6,980818376554799,closed,192.168.100.4,1550,GET,200,/?id=192&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,42812,2025-06-02T19:07:19.190428+0700
