alert_severity,alert_signature,alert_signature_id,app_proto,bytes_toclient,bytes_toserver,dest_ip,dest_port,event_type,flow_age,flow_id,flow_state,http_host,http_length,http_method,http_status,http_url,http_user_agent,pkts_toclient,pkts_toserver,proto,src_ip,src_port,timestamp
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,1034256436534531,closed,192.168.100.4,1550,GET,200,/?id=869&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,53276,2025-06-02T19:24:50.166311+0700
2,[SLOWREAD] HTTP GET with Small Payload Size - Possible DoS Attempt,2000200,http,2149,641,192.168.100.4,80,flow,5,1130644092913715,closed,192.168.100.4,1550,GET,200,/?id=323&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,53286,2025-06-02T19:27:35.500530+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,4,1296081938541028,closed,192.168.100.4,1550,GET,200,/?id=869&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,40180,2025-06-02T19:27:08.113677+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,4,625414205551522,closed,192.168.100.4,1550,GET,200,/?id=269&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,40190,2025-06-02T19:25:13.456083+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,5,380051314179285,closed,192.168.100.4,1550,GET,200,/?id=851&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,34070,2025-06-02T19:25:06.519929+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,141590435220433,closed,192.168.100.4,1550,GET,200,/?id=882&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,34082,2025-06-02T19:27:28.162662+0700
3,HTTP GET Request Detected,1000002,http,2149,637,192.168.100.4,80,flow,5,1805834428194441,closed,192.168.100.4,1550,GET,200,/?id=97&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,45730,2025-06-02T19:26:46.098670+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,687613923178489,closed,192.168.100.4,1550,GET,200,/?id=189&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,45738,2025-06-02T19:25:50.486763+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,5,1215366619960368,closed,192.168.100.4,1550,GET,200,/?id=13&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,51562,2025-06-02T19:25:59.168373+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,1693460904815812,closed,192.168.100.4,1550,GET,200,/?id=585&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,51564,2025-06-02T19:26:25.413930+0700
3,HTTP GET Request Detected,1000002,http,2149,645,192.168.100.4,80,flow,4,428734770389695,closed,192.168.100.4,1550,GET,200,/?id=227&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,51570,2025-06-02T19:27:38.169186+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,4,53535017610803,closed,192.168.100.4,1550,GET,200,/?id=363&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,53890,2025-06-02T19:27:49.514375+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,6,300121975260018,closed,192.168.100.4,1550,GET,200,/?id=517&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,53902,2025-06-02T19:26:49.433261+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,5,1173490690360427,closed,192.168.100.4,1550,GET,200,/?id=492&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,38166,2025-06-02T19:27:39.500808+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,1607909452870292,closed,192.168.100.4,1550,GET,200,/?id=296&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,38174,2025-06-02T19:25:08.752627+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,1178455673244501,closed,192.168.100.4,1550,GET,200,/?id=360&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,48180,2025-06-02T19:27:47.513249+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,342715167290880,closed,192.168.100.4,1550,GET,200,/?id=943&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,48194,2025-06-02T19:28:02.198812+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,5,104353072645848,closed,192.168.100.4,1550,GET,200,/?id=13&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,56322,2025-06-02T19:25:15.457726+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,5,1946610575142332,closed,192.168.100.4,1550,GET,200,/?id=887&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,56332,2025-06-02T19:25:37.556695+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,5,1335651477605255,closed,192.168.100.4,1550,GET,200,/?id=318&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,39588,2025-06-02T19:25:27.144224+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,6,1434225272340728,closed,192.168.100.4,1550,GET,200,/?id=709&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,39590,2025-06-02T19:28:12.205943+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,5,691174455690519,closed,192.168.100.4,1550,GET,200,/?id=633&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,55234,2025-06-02T19:25:56.499139+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,5,361978097673538,closed,192.168.100.4,1550,GET,200,/?id=418&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,38570,2025-06-02T19:25:44.378174+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,4,1374976199515262,closed,192.168.100.4,1550,GET,200,/?id=714&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,38580,2025-06-02T19:26:31.419961+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,5,803234448322235,closed,192.168.100.4,1550,GET,200,/?id=756&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,38588,2025-06-02T19:29:07.257798+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,4,301449124498865,closed,192.168.100.4,1550,GET,200,/?id=36&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,54980,2025-06-02T19:28:01.532771+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,6,2027368847722917,closed,192.168.100.4,1550,GET,200,/?id=974&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,54992,2025-06-02T19:27:55.519673+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,4,2200181152231024,closed,192.168.100.4,1550,GET,200,/?id=907&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,57914,2025-06-02T19:28:50.578309+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,6,786157659607316,closed,192.168.100.4,1550,GET,200,/?id=510&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,57928,2025-06-02T19:28:38.519242+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,96291422931138,closed,192.168.100.4,1550,GET,200,/?id=587&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,49100,2025-06-02T19:29:02.589343+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,4,471607140424495,closed,192.168.100.4,1550,GET,200,/?id=781&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,49110,2025-06-02T19:27:42.168446+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,5,33378742567084,closed,192.168.100.4,1550,GET,200,/?id=163&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,40806,2025-06-02T19:27:14.135146+0700
3,HTTP GET Request Detected,1000002,http,2149,626,192.168.100.4,80,flow,5,1278257833796867,closed,192.168.100.4,1550,GET,200,/?id=911&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,40820,2025-06-02T19:27:46.178388+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,2198995743189175,closed,192.168.100.4,1550,GET,200,/?id=1000&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,33464,2025-06-02T19:28:47.241332+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,6,515785175320901,closed,192.168.100.4,1550,GET,200,/?id=104&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,33474,2025-06-02T19:28:57.250222+0700
3,HTTP GET Request Detected,1000002,http,2149,645,192.168.100.4,80,flow,4,960687952979762,closed,192.168.100.4,1550,GET,200,/?id=338&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,38922,2025-06-02T19:26:45.431497+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,5,1637725122981093,closed,192.168.100.4,1550,GET,200,/?id=889&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,38926,2025-06-02T19:29:59.240389+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,5,2057583946267102,closed,192.168.100.4,1550,GET,200,/?id=177&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,36866,2025-06-02T19:28:46.575166+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,5,1101554291302005,closed,192.168.100.4,1550,GET,200,/?id=285&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,36874,2025-06-02T19:29:36.417747+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,6,816346988318341,closed,192.168.100.4,1550,GET,200,/?id=98&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,40712,2025-06-02T19:29:30.410199+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,1054726263538060,closed,192.168.100.4,1550,GET,200,/?id=346&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,40724,2025-06-02T19:28:16.218249+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,5,706176782927977,closed,192.168.100.4,1550,GET,200,/?id=914&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,34960,2025-06-02T19:30:22.143261+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,6,1740263174176936,closed,192.168.100.4,1550,GET,200,/?id=322&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,34972,2025-06-02T19:27:45.511659+0700
3,HTTP GET Request Detected,1000002,http,2149,645,192.168.100.4,80,flow,6,2151544947884771,closed,192.168.100.4,1550,GET,200,/?id=252&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,35540,2025-06-02T19:27:27.494775+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,4,826843890205342,closed,192.168.100.4,1550,GET,200,/?id=232&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,57968,2025-06-02T19:29:48.558813+0700
3,HTTP GET Request Detected,1000002,http,2149,640,192.168.100.4,80,flow,5,66999751279598,closed,192.168.100.4,1550,GET,200,/?id=79&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,57980,2025-06-02T19:29:21.278514+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,6,685217344236561,closed,192.168.100.4,1550,GET,200,/?id=416&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,56648,2025-06-02T19:29:46.556648+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,451588303593622,closed,192.168.100.4,1550,GET,200,/?id=172&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,56650,2025-06-02T19:28:17.552916+0700
3,HTTP GET Request Detected,1000002,http,2149,634,192.168.100.4,80,flow,6,512486645172295,closed,192.168.100.4,1550,GET,200,/?id=25&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,48776,2025-06-02T19:28:51.246840+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,4,1733301034700490,closed,192.168.100.4,1550,GET,200,/?id=29&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,48782,2025-06-02T19:28:42.513995+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,6,1218291506542197,closed,192.168.100.4,1550,GET,200,/?id=354&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,40252,2025-06-02T19:30:04.576275+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,6,905274290358362,closed,192.168.100.4,1550,GET,200,/?id=619&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,40266,2025-06-02T19:29:10.591202+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,692639049881741,closed,192.168.100.4,1550,GET,200,/?id=225&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,43790,2025-06-02T19:31:08.182659+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,4,1950828244761279,closed,192.168.100.4,1550,GET,200,/?id=709&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,43800,2025-06-02T19:30:53.504378+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,5,943228917364960,closed,192.168.100.4,1550,GET,200,/?id=991&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,36496,2025-06-02T19:30:15.471735+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,4,1754986326527349,closed,192.168.100.4,1550,GET,200,/?id=528&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,36498,2025-06-02T19:28:10.203395+0700
3,HTTP GET Request Detected,1000002,http,2149,645,192.168.100.4,80,flow,4,762780161974326,closed,192.168.100.4,1550,GET,200,/?id=722&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,55712,2025-06-02T19:31:58.250401+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,6,24028607442240,closed,192.168.100.4,1550,GET,200,/?id=486&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,55720,2025-06-02T19:32:07.580357+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,4,1954448903656522,closed,192.168.100.4,1550,GET,200,/?id=790&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,46596,2025-06-02T19:30:59.508220+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,1893945699623593,closed,192.168.100.4,1550,GET,200,/?id=811&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,46612,2025-06-02T19:32:07.590649+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,4,2201439588546024,closed,192.168.100.4,1550,GET,200,/?id=564&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,46614,2025-06-02T19:30:01.252887+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,846991587242165,closed,192.168.100.4,1550,GET,200,/?id=34&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,57438,2025-06-02T19:30:22.143612+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,5,1850124149143767,closed,192.168.100.4,1550,GET,200,/?id=366&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,57448,2025-06-02T19:32:02.243732+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,5,1108636700553657,closed,192.168.100.4,1550,GET,200,/?id=589&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,51864,2025-06-02T19:29:48.559272+0700
3,HTTP GET Request Detected,1000002,http,2149,626,192.168.100.4,80,flow,6,1051775628837567,closed,192.168.100.4,1550,GET,200,/?id=483&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,51868,2025-06-02T19:32:11.593305+0700
3,HTTP GET Request Detected,1000002,http,2149,624,192.168.100.4,80,flow,5,2198093810587447,closed,192.168.100.4,1550,GET,200,/?id=18&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,55092,2025-06-02T19:32:46.289782+0700
,,,,0,220,ff02:0000:0000:0000:0000:0000:0000:0016,,flow,0,2166036157255805,new,,,,,,,0,2,IPv6-ICMP,fe80:0000:0000:0000:24f3:e4cf:d05f:6115,,2025-06-02T19:27:51.516615+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,4,53749784012599,closed,192.168.100.4,1550,GET,200,/?id=484&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,55100,2025-06-02T19:28:58.585482+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,4,313913133285651,closed,192.168.100.4,1550,GET,200,/?id=763&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,57150,2025-06-02T19:32:22.257788+0700
3,HTTP GET Request Detected,1000002,http,2149,628,192.168.100.4,80,flow,5,1044804898134219,closed,192.168.100.4,1550,GET,200,/?id=136&q=contact,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,57154,2025-06-02T19:31:59.583334+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,4,1086947117574673,closed,192.168.100.4,1550,GET,200,/?id=492&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,59170,2025-06-02T19:30:20.140457+0700
3,HTTP GET Request Detected,1000002,http,2149,626,192.168.100.4,80,flow,5,1225159165453191,closed,192.168.100.4,1550,GET,200,/?id=690&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,59180,2025-06-02T19:30:16.137502+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,6,559963220877629,closed,192.168.100.4,1550,GET,200,/?id=505&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,54902,2025-06-02T19:30:12.092459+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,5,1369663340865974,closed,192.168.100.4,1550,GET,200,/?id=676&q=home,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,54908,2025-06-02T19:30:22.143683+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,5,1585390958501280,closed,192.168.100.4,1550,GET,200,/?id=908&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,50196,2025-06-02T19:32:30.261775+0700
3,HTTP GET Request Detected,1000002,http,2149,636,192.168.100.4,80,flow,6,265169551659328,closed,192.168.100.4,1550,GET,200,/?id=902&q=about,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,50200,2025-06-02T19:29:50.559914+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,1974961672870889,closed,192.168.100.4,1550,GET,200,/?id=583&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,45038,2025-06-02T19:30:25.479286+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,6,1773218469368221,closed,192.168.100.4,1550,GET,200,/?id=615&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,45042,2025-06-02T19:32:41.619241+0700
3,HTTP GET Request Detected,1000002,http,2149,626,192.168.100.4,80,flow,5,2231920976931398,closed,192.168.100.4,1550,GET,200,/?id=201&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,38068,2025-06-02T19:33:44.087496+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,5,1484330895819,closed,192.168.100.4,1550,GET,200,/?id=919&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,38078,2025-06-02T19:31:29.557338+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,6,833522575694276,closed,192.168.100.4,1550,GET,200,/?id=508&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,53206,2025-06-02T19:33:59.546763+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,5,419539268367541,closed,192.168.100.4,1550,GET,200,/?id=778&q=contact,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,60004,2025-06-02T19:30:13.463364+0700
3,HTTP GET Request Detected,1000002,http,2149,638,192.168.100.4,80,flow,4,1516671484608761,closed,192.168.100.4,1550,GET,200,/?id=247&q=contact,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,60010,2025-06-02T19:30:33.492235+0700
2,[SlowRead] Simulated Long-Lived Connection - Many Small Packes Over Time,2000400,http,2149,635,192.168.100.4,80,flow,5,1482367581091359,closed,192.168.100.4,1550,GET,200,/?id=640&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,60022,2025-06-02T19:32:25.606352+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,4,550033260654252,closed,192.168.100.4,1550,GET,200,/?id=604&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,58152,2025-06-02T19:31:05.513981+0700
3,HTTP GET Request Detected,1000002,http,2149,641,192.168.100.4,80,flow,6,1233010370382887,closed,192.168.100.4,1550,GET,200,/?id=64&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,58162,2025-06-02T19:30:29.490349+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,4,1353780556159459,closed,192.168.100.4,1550,GET,200,/?id=845&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,52586,2025-06-02T19:33:55.541739+0700
3,HTTP GET Request Detected,1000002,http,2149,645,192.168.100.4,80,flow,5,848670927614662,closed,192.168.100.4,1550,GET,200,/?id=396&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,52594,2025-06-02T19:34:25.652440+0700
3,HTTP GET Request Detected,1000002,http,2149,645,192.168.100.4,80,flow,5,910831989567431,closed,192.168.100.4,1550,GET,200,/?id=763&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,46544,2025-06-02T19:33:20.308829+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,5,487008912108362,closed,192.168.100.4,1550,GET,200,/?id=975&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,46548,2025-06-02T19:32:08.257615+0700
3,HTTP GET Request Detected,1000002,http,2149,629,192.168.100.4,80,flow,5,2173621094759507,closed,192.168.100.4,1550,GET,200,/?id=246&q=services,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,60412,2025-06-02T19:32:04.254301+0700
3,HTTP GET Request Detected,1000002,http,2149,635,192.168.100.4,80,flow,4,116872926158391,closed,192.168.100.4,1550,GET,200,/?id=619&q=home,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,60420,2025-06-02T19:34:46.463878+0700
3,HTTP GET Request Detected,1000002,http,2149,626,192.168.100.4,80,flow,5,476086811175206,closed,192.168.100.4,1550,GET,200,/?id=303&q=about,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,42154,2025-06-02T19:31:49.576826+0700
3,HTTP GET Request Detected,1000002,http,2149,625,192.168.100.4,80,flow,4,1575473885235953,closed,192.168.100.4,1550,GET,200,/?id=919&q=home,Mozilla/5.0 (X11; Linux x86_64),5,6,TCP,192.168.100.5,42166,2025-06-02T19:35:04.257444+0700
3,HTTP GET Request Detected,1000002,http,2149,642,192.168.100.4,80,flow,5,2017803977417401,closed,192.168.100.4,1550,GET,200,/?id=102&q=about,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,54842,2025-06-02T19:31:38.229550+0700
3,HTTP GET Request Detected,1000002,http,2149,644,192.168.100.4,80,flow,6,1206776713290179,closed,192.168.100.4,1550,GET,200,/?id=53&q=services,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),5,6,TCP,192.168.100.5,54854,2025-06-02T19:31:46.366451+0700
3,HTTP GET Request Detected,1000002,http,2149,639,192.168.100.4,80,flow,5,565812974270541,closed,192.168.100.4,1550,GET,200,/?id=954&q=services,Mozilla/5.0 (Windows NT 10.0; Win64; x64),5,6,TCP,192.168.100.5,47672,2025-06-02T19:31:31.558608+0700
